,id,url,account_name,following_count,follower_count,total_like_count,date,href,handle,description,hashtag,like_count,bookmark_count,share_count,comment_count,audio_to_text
342,345_post,https://www.tiktok.com/@ronaldtanss/video/7181076977426779394,Ronald Tan,360,573,20K,2022-12-25,/@ronaldtanss,ronaldtanss,Recommend places to go if you’re visiting beautiful Kyoto! There’re still many places to go in Kyoto which I have not explored yet. Please feel free to share your tips too for my future travel to Kyoto. One time is not enough to cover this beautiful place! ,"['kyoto', 'traveltiktok', 'travel', 'japantravel', 'kyototravel', 'traveltips', 'kyototravelguide', 'malaysianinsingapore', 'fushimiinarishrine', 'yasakashrine', 'kiyomizudera', 'bambooforest', 'nishikimarket', 'arashiyama_kyoto']",7751,6636,1002,67,
343,346_post,https://www.tiktok.com/@chardbrazal_/video/7236365341117500677,Chard Brazal,37,6836,610K,2023-5-23,/@chardbrazal_,chardbrazal_,Bigay ko nalang kidney ko sayo. 😅 ,"['bornpinksingapore', 'blackpink', 'singapore', 'solotravel', 'foryou']",224.3K,13.3K,886,535,let me buy you your kidney
344,347_post,https://www.tiktok.com/@sg_yong/video/7220386557730032898,新加坡勇哥 🇸🇬,6,12.4K,111.1K,2023-4-10,/@sg_yong,sg_yong,The Place that you must visit in Singapore!! Explore the northeast🌴👒🎒,"['singapore', 'singaporelife', 'sgtiktok', 'sg', 'travel', 'park', 'landscape', 'family', 'sgnews', 'weekendvibes']",1622,348,1990,79,
345,348_post,https://www.tiktok.com/@sg_yong/video/7231128219699760410,新加坡勇哥 🇸🇬,6,12.4K,111.1K,2023-5-9,/@sg_yong,sg_yong,Takashimaya used to be a cemetery??😱😱,"['sgtiktok', 'sgnews', 'sglife', 'fyp', 'orchardroad', 'sgtravel', 'singapore', 'fengshui']",1365,300,1217,86,
346,349_post,https://www.tiktok.com/@dionwoo1/video/7187157217324436737,Sydney Experiences,251,1488,99.9K,2023-1-10,/@dionwoo1,dionwoo1,What you get in a ,"['singapore', 'singaporeairlines', 'singaporegirl', 'travelgram']",86.6K,2634,247,358,Singapore Airlines flight changing aircraft now because there's maintenance issues on that one so this is the Singapore Airlines
347,350_post,https://www.tiktok.com/@_charlenemay/video/7222866167160065326,Charlene May,444,15.6K,556.3K,2023-4-17,/@_charlenemay,_charlenemay,How to Spend Your First Day in Singapore! Singapore Day 1 Itinerary! 🇸🇬 ,"['singaporeitinerary', 'singaporetravel', 'singaporetravelguide', 'sgtravel', 'singaporetiktok']",88,35,5,0,the first thing you should do is get breakfast at the Chimes this location is so beautiful I used to be a Convent and now it's home to many food options like The Glass House The Glass House is a very instagrammable Cafe and their food and drinks here are so delicious I got a matcha and some toast then we walked over to the Helix Bridge the architecture on this thing is crazy and you get pretty good views of Singapore on it then you should visit the cloud forest bonus points if you get to do the Avatar The Experience this is definitely a must do if you're in Singapore I mean look how beautiful this place is and you can make an avatar version of yourself and you also get amazing views of Singapore from here then afterwards you might get a little hungry so you should definitely explore Chinatown their home to the Chinatown Complex Center if you like yummy inexpensive food you have to check out this Hawker Centerthey have a lot of shops inside and a lot of places to buy coffee and snacks and if you're a crazy rich Asian fan like I am you have to eat at the Newton Food Center there are so many food choices here but I went with the Singaporean chili crab with the fried dough 10 out of 10 experience and number eight you should definitely grab a drink at the Raffles hotel it is an iconic hotel if you don't want to wake a long line at the Long Bar you can go to Courtyard just as pretty have a great trip
348,351_post,https://www.tiktok.com/@jojoeatsallday/video/7248243002546638081,tanjoping,142,807,98K,2023-6-24,/@jojoeatsallday,jojoeatsallday,Try it before its goneeeee ,"['japfood', 'japfoodsg', 'foodfestontiktok', 'sgfoodie', 'fypシ', 'fyp', 'tiktoksg', 'sgfyp', 'singapore', 'exploresingapore', 'foodtiktok', 'foodietiktok', 'japanesefood', 'sgtravel', 'sgfoodhunt', 'bugis']",2481,859,481,27,how about the Eastside
349,352_post,https://www.tiktok.com/@herplanettravel/video/7098859249274473770,Her Planet,100,1891,33K,2022-5-17,/@herplanettravel,herplanettravel, ,"['singaporetravel', 'singapore', 'solotravel', 'solofemaletraveler', 'solotraveler', 'tiktoktravel', 'travel', 'travellife', 'travelbucketlist', 'traveltok']",149,66,7,4,
350,353_post,https://www.tiktok.com/@esteban.andariego/video/7249502719415782661,Esteban || Andariego,39,402.1K,3M,2023-6-27,/@esteban.andariego,esteban.andariego,"El país de las leyes absurdas? Que opinas, estan bien puestas o no 👨🏻‍⚖️🇸🇬 ","['ecuador', 'travel', 'singapore', 'singapur', 'leyes']",26.9K,1722,1288,925,
351,354_post,https://www.tiktok.com/@visit_singapore/video/7216250311210585345,Visit Singapore,22,1.5M,8.1M,2023-3-30,/@visit_singapore,visit_singapore,Need inspiration for your next trip to ,"['singapore%3F', 'mrt', 'visitsingapore', 'passionmadepossible', 'sgtiktok', 'traveltok']",10.9K,456,190,58,
352,355_post,https://www.tiktok.com/@aisyahnh076/video/7239682113820282118,Aisyah | Work Life Balance✨,47,14.6K,646.2K,2023-6-1,/@aisyahnh076,aisyahnh076,"7 Tips Travelling ke Singapore, cocok banget buat kalian yang pertama kali mau ke luar negeri!! ","['tipstraveling', 'tipstravel', 'tipsliburan', 'tipsliburanmurah', 'tipsliburansingapura', 'tipsliburanhemat', 'tipsliburanaman', 'tipsholiday', 'liburancheck', 'liburanseru', 'liburanmurah', 'singaporetrip', 'singaporetrip2023', 'minivlogtravelling', 'vlogtravelling', 'minitravelvlog']",62.1K,52.1K,6433,760,
353,356_post,https://www.tiktok.com/@mustsharenews/video/7157714070366424322,MustShareNews,114,192.4K,8.9M,2022-10-23,/@mustsharenews,mustsharenews,Travellers were seen pushing and shouting to get on an escalator 😢 ,"['singapore', 'mustsharenews', 'tiktoksg', 'sgnews']",17.5K,1295,12.7K,728,
354,357_post,https://www.tiktok.com/@coach.jemempy/video/7143963365180755227,@coach.jemempy on IG ✨,224,1385,13.4K,2022-9-16,/@coach.jemempy,coach.jemempy,Revenge travel is real. Is Singapore one of your options? Watch this video to see how easy it is to go there! Comment if you have questions about traveling to SG ✈️ ,"['fyp', 'fypシ', 'singapore', 'travel', 'traveltips', 'travelhacks', 'sg', 'changi', 'jemsetter']",1418,794,308,96,are you planning to fly to Singapore soon hear the things that you need to prepare number one is your round trip plane tickets number two is your back certificate number three is your hotel reservation and number four is your SG arrival card which you can do three days before your flight you can access it through this link hope this helps follow for more tips
355,358_post,https://www.tiktok.com/@certified_gmo/video/7243754928328445186,GMO on the GO,99,8921,237.2K,2023-6-12,/@certified_gmo,certified_gmo,"Thank you, Singapore. Very grateful to have the opportunity to live on the little red dot and the experiences that come with it, I haven’t taken it for granted. I came to Singapore in my 20’s never having been outside North America, I wasn’t sure what to expect. Upon arriving in SG I could quickly see how clean, efficient, and beautiful the city was. I wanted to learn and absorb as much as possible about the country and the culture of Singapore (I still remember walking into Peoples Park Hawker center on my 2nd day here, speechless). Since then, I have travelled to places I never thought I’d go to, met people from all over the world, and learned an immense amount from them (not to mention all the new varieties of food I’ve tried). Taking the risk and moving across the world wasn’t easy, and sometimes family and friends might not be supportive, but the experience and personal growth makes it all worth it. If anyone is thinking about experiencing life in another country, you should go for it! ","['singapore', 'singaporetiktok', 'singaporelife🇸🇬']",1496,69,54,259,five reasons why I moved from USA to Singapore
356,359_post,https://www.tiktok.com/@onericeplease/video/7223357756814658834,🍚🥢,66,22.3K,943.2K,2023-4-18,/@onericeplease,onericeplease,Why pay a premium for pricey rooftop bars when you got this place! ,"['sgfoodie', 'sgnightlife', 'theotherside', 'singaporebars', 'sgtravel', 'sgfyp']",2308,1619,355,6,I want to know how we got to this Union Rooftop by Maxwell save this video head over to asking Road and look for a brown dog with this cool logo go upstairs and you'll find the other side it's a specialty bar with a wide range of craft beers like your IPS and showers they aren't cheap but some of these are really bizarre and interesting we had one that is meant to taste like cotton candy it was sweet and refreshing not exactly what we had in mind but still pretty good if you're looking for a new drinking spot to chew with your friends why not try this place out
357,360_post,https://www.tiktok.com/@sakfood/video/7239309800490798354,Sak Food ăn gì chơi gì 🍔,754,13.5K,266.2K,2023-5-31,/@sakfood,sakfood,Ngày 2: Museum of Ice Cream - Universal Studios - QQ Noodles - Ah Chew Desserts 🎬 ,"['singapore', 'dulichsingapore', 'tiktoktravel', 'didauangi', 'vlog', 'review', 'fyp', 'universalstudios', 'dulich', 'xh']",2086,749,108,15,
358,361_post,https://www.tiktok.com/@tessomewhere/video/7171209191430966529,Tess | Australia Travel,247,13.5K,295.5K,2022-11-28,/@tessomewhere,tessomewhere,5 must see’s for first timers in Singapore… plus bonus number 6 - Jewel at Changi Airport (first clip) ,"['singaporetravel', 'singaporetiktok', 'traveltok']",110,32,8,2,
359,362_post,https://www.tiktok.com/@schaeremy/video/7201110465961872645,Jeremy,154,911,28.2K,2023-2-17,/@schaeremy,schaeremy,Your reminder to keep ticking things off your bucket list 🧳 ,"['fyp', 'lifestyle', 'foryou', 'travel', 'bucketlist', 'visitjordan', 'petra', 'singapore', 'visitthailand', 'visitisingapore', 'crewlife', 'traveltiktok', 'travelbucketlist', 'travelling', 'flightattendant', 'cabincrew']",20.9K,1895,128,161,
360,363_post,https://www.tiktok.com/@halaltrip/video/7235924542948969730,HalalTrip,10,1167,18.2K,2023-5-22,/@halaltrip,halaltrip,Best Dim Sum for you to savour only at ,"['fyp', 'fy', 'explore', 'foodtok', 'foodie', 'dimsum', 'buffet', 'viral', 'tiktoktravel']",1899,748,780,17,
361,364_post,https://www.tiktok.com/@rini.kid/video/7242545364212010245,rini.kid | IG: @ini_rini,46,2780,122.3K,2023-6-9,/@rini.kid,rini.kid,Replying to ,"['fyp', 'fypシ', 'klook', 'aplikasiklook', 'singtel', 'simcardregistration', 'simcardsingapore', 'singapore', 'singaporetravelguide', 'singaporesgp', 'sgtravelblogger', 'sgtravel', 'internetstabil', 'internetsingapore', 'jalanjalansingapore', 'liburansingapore', 'liburanhemat', 'singaporelife']",9393,8723,1210,171,
362,365_post,https://www.tiktok.com/@mozzarellapapi/video/7202566567513607426,edo the mozzarellapapi,574,84.6K,3.4M,2023-2-21,/@mozzarellapapi,mozzarellapapi,Singapore I love your airport. But its still me vs the coffee here 😪🤌🏼,"['tiktoksg', 'singapore', 'sgfoodie', 'italian', 'italians', 'traveltiktok', 'dayinmylife']",3768,127,115,48,good morning and welcome back to my life living as an Italian in Singapore today I wanted to do something of course the song
363,366_post,https://www.tiktok.com/@candidcuisine/video/7159459917269716225,candidcuisine,37,12.7K,638.6K,2022-10-28,/@candidcuisine,candidcuisine,"Disney LBX, James Cameron and Lightstorm Entertainment's Avatar Experience at Cloud Forest in Gardens by the Bay starts October 28. Expect 20-30 minutes waiting time for the interactive Banshee flight and the Fire Pod ","['tiktoksg', 'avatar', 'avatarwayofwater', 'gardensbythebay', 'traveltiktok', 'singapore', 'thingstodo']",240.7K,37.7K,3831,1906,things to do at the Avatar experience fly a NC and get a hunter profile walk the Tree of Souls and watch the veins change in color become a Nabi in the fire pod grow a tail and become one with the great mother they sell exclusive Avatar merch too well in the dark shirt and Avatar Merion
364,367_post,https://www.tiktok.com/@kimisa26/video/7199805235441749250,kimisa26,18,200,13.4K,2023-2-14,/@kimisa26,kimisa26,Travelling with a toddler for 13h was more peaceful than expected! 🇨🇭 ,"['travel', 'traveltiktok', 'travelwithtoddlers', 'toddlersoftiktok', 'fyp', 'singaporeairlines', 'switzerland', 'zurich']",10.1K,232,39,34,
365,368_post,https://www.tiktok.com/@niminthewild/video/7186523113503460610,nim | life in SG,303,1472,48.2K,2023-1-9,/@niminthewild,niminthewild,celebrating my first week living in sg 🇸🇬 ,"['travel', 'singapore', 'expat', 'vlog', 'sgtiktok', 'traveltok', 'fyp', 'sg', 'work', 'livingabroad']",1412,57,7,37,
366,369_post,https://www.tiktok.com/@alexgodevil/video/7249319954846092545,毒霸天下,9875,13.5K,310.7K,2023-6-27,/@alexgodevil,alexgodevil, ,"['fyp', 'fypシ', 'fypシ゚viral', 'tiktoksg', 'sgnews', 'mediacorp', 'singapore', 'soccer', 'school', 'childhood', 'childhoodmemories', 'memoriesbringback', 'memories', 'mediacorp', 'primaryschool', 'childhoodmemories', 'sgtiktok', 'sgnews', 'sgnewsupdate', '歌曲分享', '小时候', 'malaysia', '小时候', 'cna', 'fypage', 'tvb', 'mediacorp', 'channel5', 'channel8', '经典老歌', 'sgnews', 'sgtiktok', 'sg', 'sgfoodie', 'sgtt', 'mothershipsg', 'stomp', 'zaobaosg', 'shinmindailynews', 'memories', 'memoriesbringback', 'memoriesareforever', 'singapore', 'singaporetiktok', 'childhood', 'childhoodmemories', 'children', 'backtothepast', 'memoryunlocked', 'histroy', 'histroychannel', 'foryourpage', 'singaporeimagine', 'taiwan', 'ndp', 'sgtravel', 'airlinepilot', 'airlinetiktok', 'singaporetrending', 'jb', 'today', 'malaysia', '小时候', '歌曲分享', '长大', '中国']",659,73,106,92,
367,370_post,https://www.tiktok.com/@locavore.eats/video/7210124191809457410,Aleana & AG,78,86.1K,4.5M,2023-3-13,/@locavore.eats,locavore.eats,We had a 7 HOUR layover in Singapore but now we wished it was 24 🤯 ,"['travel', 'singapore', 'changiairport', 'foodtiktok']",29.7K,4890,2535,248,this is what it's like to explore the world's best airport located in Singapore we're here for a 7 hour layover and even that wasn't enough to fully appreciate all that Changi Airport had to offer but first the jewel is a must because it's a full-blown mall with great architecture Gardens are insulations and you could easily go for shopping spree here even before you reach your final destination they also have the centerpiece the world's tallest indoor waterfall also known as the rainforests it's so beautiful with all the greenery and especially with Singapore being really hot it's also nice area to cool down and with this airport being absolutely massive you can use the sky to get from terminals for free and if you take the right one you can get a cool views but of course no airport is complete without food options but this definitely puts every other airport to shame there's something here for everyone but I actually liked that they had a 1966if you have more time to spare you can watch movies and they're very own 24 hours Cinema for free they have a few Blockbusters playing and you can go in and out whenever you want which is pretty cool and finally they have a gorgeous butterfly garden but definitely better during the day cuz we can't see much but this is just the few things you'll find here so happy exploring and safe travels
368,371_post,https://www.tiktok.com/@_lisa3lich/video/7120512143358692635,Lisa,127,1620,103.3K,2022-7-15,/@_lisa3lich,_lisa3lich,Your travel-on-a-budget Singapore guide 🤝🏼 ,"['singapore', 'travelonabudget']",574,373,58,3,
369,372_post,https://www.tiktok.com/@harpersbazaarsg/video/7244713344383372551,Harper’s BAZAAR SG,8,61K,2.1M,2023-6-15,/@harpersbazaarsg,harpersbazaarsg,In an exclusive interview with ,"['harpersbazaarsg', 'eunwoo', '차은우', 'chaeunwoo', 'leedongmin', '이동민', 'dior', 'diorbeauty', 'dioriviera', 'singapore', 'sg']",7051,710,197,92,
370,374_post,https://www.tiktok.com/@lanah_jones/video/7167170785960824066,Lanah Jones,195,6437,1.9M,2022-11-18,/@lanah_jones,lanah_jones,top 5 things to do in singapore 🇸🇬From free to expensive check them out! Might do a part 2 🤭 ,"['singapore', 'singaporetavel', 'thingstodoinsingapore', 'cloudforest', 'supertreegrove', 'chinatown', 'macritchiereservoir', 'nature', 'singaporenature', 'marinabaysands', 'raffleshotel', 'whattodoinsingapore', 'travelblog', 'traveltips', 'asia', 'travel', 'marinabaysandshotel', 'sgtiktok']",107,50,14,0,
371,375_post,https://www.tiktok.com/@roxy.goh/video/7253048868852534546,Roxanne Goh,193,946,53.3K,6d ago ,/@roxy.goh,roxy.goh,London to Singapore - Captain Goh S. W. closing his tour-of-duty after close to 46 years with Singapore Airlines. ,"['a380', 'singaporeairlines', 'sia', 'sq', 'retire', 'pilotslife', 'pilotsdaughter', 'pilotsoftiktok', 'techcrewlife', 'techcrew', 'techcrewappreciation', 'airlinepilot', 'retirement', 'sq317', 'commercialpilot', 'airlinecrewlife', 'airlinecrew', 'a380airbus', 'a380spotting', 'aviation', 'thatsallfolks', 'aviationlife', 'travel', 'singaporeair', 'changiairport', 'pilotsview', 'airlinecaptainretirement', 'airlinecaptain', 'krisflyerexperiences', 'worldclassairlines', 'worldclass', 'bestofsingapore', 'behindthescenes', 'mustsharenews', 'mothership']",973,74,91,30,
372,376_post,https://www.tiktok.com/@ellenbeaa/video/7201494786765884677,Ell’s View✈️🐚🌊,401,8280,163.7K,2023-2-18,/@ellenbeaa,ellenbeaa,The cost of Singapore💰🇸🇬 ,"['singapore', 'singaporetiktok', 'singaporetravel', 'singaporemoney', 'southeastasiatravel', 'visitingsingapore', 'fyp', 'foryou', 'singaporefood', 'singaporerestaurant', 'gardensbythebay', 'avatarexperience', 'cloudforest', 'flowerdome', 'singaporeevent', 'singaporeexperience', 'seasiatravel', 'backpackinglife', 'singaporetravelguide', 'singaporerecommendations', 'femalebackpacker', 'singaporebackpacker', 'thingstoseesingapore', 'thingstodosingapore', 'traveltrend', 'thailand', 'vietnam', 'southeastasiatravelplanning']",114,32,8,3,stop
373,377_post,https://www.tiktok.com/@theroytravels/video/7121679920551578907,Powell Roy Louis,31,32.1K,677.8K,2022-7-18,/@theroytravels,theroytravels,Travel to Singapore on a budget 🇸🇬 ,"['singaporetiktok', 'tiktoksg', 'tripscout', 'fyp', 'fypシ', 'traveltiktok', 'malaysianblogger', 'travelinfluencer', 'theroytravels']",12.7K,6101,2374,122,7 places to visit in Singapore for free one Orchard Street two million Park 3 Arab Street 4 Marina Bay Sands bye Google
374,378_post,https://www.tiktok.com/@montanadarby/video/7216709987505130758,Montana | Travels,149,95.5K,4.8M,2023-3-31,/@montanadarby,montanadarby,My new favourite city in the world!! You absolutely HAVE to add Singapore to your bucket list!! One of the most incredible cities I have ever been to ,"['singapore', 'seasia', 'backpacking', 'travelling', 'solotravel']",705,151,52,16,
375,379_post,https://www.tiktok.com/@_mydearjunnie/video/7240745580786470150,mydearjunnie on fb,43,1707,68.6K,2023-6-4,/@_mydearjunnie,_mydearjunnie,Replying to ,"['singapore', 'travel', 'traveltiktok', 'singapore', 'tutorial', 'travelsingapore', 'sgarrivalcard', 'fyp', 'fypviral']",7361,6532,1853,144,one of the most important requirements when you travel to Singapore is the Singapore arrival car for Philippine passport holders Singapore is visa-free we only need a passport but we need to submit our Singapore arrival Card 3 days before our arrival to Singapore this is free and there are two ways to fill out your Singapore arrival card first is through the website triple w dot ICA comedy or download the my ICA app in this video I will show a brief tutorial how to fill out this form using the website make sure you click the correct website because there are a lot of third party websites who collect fees this is what the website looks like click submit online and click foreign visitor you will have the different options like submit individual submission group of update your previous submission or view your submission for grips submission you may submit up to 10% in one group submission you will need your passport contact information travel information and information on your ACCyou may refer to this website for frequently asked questions this is the area for personal information where you fill in your passport details next is your trip to Singapore they should be 3 days before your arrival next is accommodation information if you booked a hotel you can see it in the list of hotels for the next city I put their Malaysia since my exit commission Malaysia and last and very important the health declaration same information but I will be uploading a video tutorial for my ICA app in my next video like and follow for More Travel related videos thank you for watching
376,380_post,https://www.tiktok.com/@eveinsingapore/video/7221492507417316610,@eveinsingapore,53,4953,77.2K,2023-4-13,/@eveinsingapore,eveinsingapore,Save & Share these must-visit places 🥹🫶🏻 ,"['botanicgardens', 'shootsg', 'visitsingapore', 'sgtiktok', 'sgtourist', 'chijmes', 'hajilane', 'travelsg', 'sgtravel', 'fyp', 'nationalmuseum', 'sgtraveller', 'mustvisit', 'singapore']",2391,2115,153,5,
377,381_post,https://www.tiktok.com/@escapemanila/video/7222496150828436742,EscapeManila Travel Blog,40,11.4K,326.5K,2023-4-16,/@escapemanila,escapemanila,Things to Do in Singapore on a Budget. Tara! ,"['travel', 'traveltiktok']",4414,2607,585,57,things to do in Singapore in a budget Singapore expensive but you don't have to spend a lot to enjoy your vacation in the lion City first but Gardens by the bay light show so you don't know 7:00 p.m. 8:00 p.m. at 9:00 p.m. to 3 shows in the night sober on my Android phoneand food truck at Hawker centres Miami Hawker centres Morales and Maxwell concert Center Union tapos walk around Marina Bay Sands area Sovereign diving interesting you know things to see around their Tapas window shopping at the shops open Pandora Island area so muchand of course by Pasadena Mustafa Center is a mama mama shop place in Singapore Airlines and many many others items and of course Bago Movie experience when are you all Changi
378,382_post,https://www.tiktok.com/@andrewethanzeng/video/7227279479037611272,Andrew Ethan Zeng,30,24.2K,265.8K,2023-4-29,/@andrewethanzeng,andrewethanzeng,The ,"['1', 'firstclass', 'travel', 'singapore', 'luxury', 'goals', 'frequentflyer', 'capcut', 'fyp']",61.1K,5169,3198,453,this is the world's best airplane seat you can currently book Singapore AirSpeed class it's more like a private hotel room in the sky than an airplane seat and with more frequent flyer points than we have life savings my mate and I went home and booked multiple Suites we were greeted by an exclusive cabin crew they served expensive welcome champagne that I don't even know how to pronounce it's the only plain seat in the world that has a separate full bed seat and privacy door and check this out with a push of a button the seat rotates in any direction and so does the huge 32 inch TV the private toilet is super luxurious and huge with enough room for me to stretch my arms Out and because we booked multiple Suites we literally had our own dining room in the sky separate from our bedrooms but wait there's more like in Florida to where I'll show you the insane dining experience we had in Suite class who would you take on this flight
379,383_post,https://www.tiktok.com/@okay.kara.travels/video/7181515996803386630,Kara ✨| Travel & Backpacking🌎,285,67.2K,1M,2022-12-26,/@okay.kara.travels,okay.kara.travels,Things to do Singapore ON A BUDGET 🇸🇬✨ Make sure you add all these to your list! I have more videos about cheap eats / how to stick to £25 a day (daily spends) budget whilst in Singapore..so follow along for more😘❤️ ,"['travel', 'traveltiktok', 'travelsingapore', 'thingstodosingapore', 'singaporethingstodo', 'budgettravelsingapore', 'singaporecheapeats', 'singaporerecommendations', 'singaporetraveltips', 'singaporehiddengems', 'whattodosingapore', 'singaporemustsee', 'mustseesingapore', 'travelseasia', 'budgettravelseasia', 'budgetbackpackingseasia', 'budgetbackpackingsingapore', 'singaporethingstodo', 'marinabaysands', 'raffleshotel', 'singaporehotels', 'singaporecheapfood', 'freethingstodosingapore', 'singaporefreethings', 'singaporefoodie', 'singaporefood', 'singaporecheapfood', 'fyp', 'traveltrend', 'traveltrending', 'viral', 'travelviral', 'budgetbackpackingasia', 'singaporetourism', 'singaporetiktok', 'travelsingapore2023', 'singaporethingstodo2023', 'singapore2023', 'visitsingapore', 'visitsingapore2023', 'hostellife', 'thepodcapsule', 'singaporepodhotel', 'singaporehostel', 'singaporecheaphotel', 'singaporehotel', 'singaporehostel', 'budgettraveltips', 'budgettravelhelp', 'travelbudget', 'travelcheap', 'gapyear', 'postgradtravel']",1184,780,90,39,
380,384_post,https://www.tiktok.com/@onericeplease/video/7244119059728469249,🍚🥢,66,22.3K,943.8K,2023-6-13,/@onericeplease,onericeplease,The food coma is real after 😅 ,"['sgfoodie', 'singapore', 'jwmarriottsg', 'beachroadkitchen', 'sgbuffet', 'sgfood', 'sgtravel']",3973,1654,1433,48,what is the largest hotel buffet in Singapore yes here at Beach Road kitchen to check out their Sunday champagne brunch and while the variety is insane you've got your first day for Your Eyes lyrics station
381,385_post,https://www.tiktok.com/@karishmairl/video/7186263942614764802,Karishma 👩🏽‍💻🫶,79,23.7K,430.1K,2023-1-8,/@karishmairl,karishmairl,Replying to ,"['suites', 'singaporeairlines', 'luxurylife', 'luxurytravel', 'flytok', 'firstclass', 'travelbucketlist', 'travel', 'corporategirlies', 'thatgirlaesthetic', 'womenintech', 'fyp']",8212,484,342,160,here's what happens when you book Suites in Singapore Airlines it's a different section to enter the airport which is under first class you basically going to this launch and they kind of check you in and give you the access to private room so once you're ready you can just make your way there and basically order literally anything you possibly could want to eat I was starving so I basically ordered myself this waffle which was insane you guys not for the moment of all been waiting for me entering the sweet and I was honestly amazed at how much space that was so they give you a like a bang and a loose and headset for you to listen to on this is an iPod for you to order anything you want from and I got myself this burger and some garlic bread which was not bad I would say food could have been better but honestly I'm not complaining the space with amazing then I called the air hostess to help me kind of make my bed which she did and honestly it was so comfy I thought it would be way more I guess hard but it was actually reallyplay the best part was the washroom you guys I'm a Shook at the lighting plus they have an area for you to literally do your makeup like a dressing area with a stool and mirrors anyways I would 100 and let me know if you have any questions bye
382,386_post,https://www.tiktok.com/@caseyfleischmann0/video/7170335110997232902,caseyfleischmann,90,91,2551,2022-11-26,/@caseyfleischmann0,caseyfleischmann0,10 things to do on your next trip to Singapore. ,"['singaporetiktok', 'simgaporetravel', 'singaporelife', 'traveltiktok', 'singaporetips']",1439,1379,213,2,
383,387_post,https://www.tiktok.com/@yewmagnificent/video/7244822614420638978,YewMagnificent 杰乐♈️,289,25.7K,199.3K,2023-6-15,/@yewmagnificent,yewmagnificent,Birthday Invitations Gone Wrong.,"['friends', 'pranks', 'fyp', 'foryou', 'foryoupage', 'tiktok', 'tiktoksg', 'tiktokusa', 'singapore', 'malaysia', 'europe', 'france', 'spain', 'italy', 'indonesia', 'thailand', 'taiwan', 'dubai', 'india', 'australia', 'ireland', 'southafrica', 'kenya', 'romania', 'newzealand', 'namibia', 'norway', 'germany', 'usa', 'uk', 'canada', 'viral', 'pov', 'youtube', 'fomotionalfinds', 'runawayaurora', 'joke', 'lol', 'funny', 'cute', 'likes', 'trending', 'travel', 'followme']",1097,88,266,55,
384,388_post,https://www.tiktok.com/@travelhackingmom/video/7157019172134735150,Travel Hacking Mom,203,150.3K,2.2M,2022-10-21,/@travelhackingmom,travelhackingmom,I was sitting in business class wh cub didn’t suck but it’s no Singapore suites! ,"['awardtravel', 'creditcardpoints', 'luxuryflight', 'luxurytravel', 'travelhacks']",987.6K,39K,22.8K,1958,"you are not going to believe this seed that my mom had on this plane and you'll see it as soon as I figure out how to open this door this is Singapore Suites first class she booked this flight for $143,000 + $5.60 this flight was from JFK to Frankfurt"
385,389_post,https://www.tiktok.com/@jessjacktravel/video/7221196427303603461,Jess n Jacks travels,307,21.9K,70.3K,2023-4-12,/@jessjacktravel,jessjacktravel,Day 1 of travelling around the world spent in Heathrow airport & on a flight to Singapore 🇸🇬 Follow for the rest of our journey ,"['fyp', 'travel', 'singaporeairlines', 'singapore', 'backpacking']",62.7K,2133,130,166,hi I'm Jess and I'm Jack and this is day one of us traveling around the world we said goodbye to our families and then we headed to Heathrow Airport been planning this trip for 3 years and we're spending the next 6 months traveling around the world together we checked in our luggage and then we headed to the VIP lounge that Jack's mom's currently paid for us we always recommend airport lounges especially before a long old flight will do a separate video on Airport
386,390_post,https://www.tiktok.com/@shrugmyshoulder/video/7231798430740335880,ShrugMyShoulder,28,5566,54.1K,2023-5-11,/@shrugmyshoulder,shrugmyshoulder,🤷🏻‍♂️🤷🏻‍♀️ Why did we start this digital nomad journey?,"['shrugmyshoulder', 'shrugtravels', 'singapore', 'singaporediscover', 'reelssg', 'sgcouple', 'digitalnomad', 'digitalnomadcouple', 'digitalnomadlifestyle', 'workandtravel', 'remotework', 'selfcare']",3390,489,403,86,what did we decide to start this digital Nomad Journey as a Singaporean couple we have been traveling and remote working since 2021 and the main reason for doing so is because I'll beat you is only ready in 2025 instead of using the money to rent a place we decided to put the budget towards traveling instead we diligently use the right credit card to accumulate our mouths and hotel points to decrease our expenses check out our Blog My shoulder.com where we share our guides and tips
387,391_post,https://www.tiktok.com/@onericeplease/video/7243372785010035970,🍚🥢,66,22.3K,943.9K,2023-6-11,/@onericeplease,onericeplease,Still wondering if the M in their name stands for “mountain” 🗻 ,"['sgfoodie', 'tiktoksg', 'm5coffee', 'sgcoffee', 'newcafesg', 'singapore', 'sgtravel']",813,218,134,5,what is on the blue stuff below there's this new popular Cafe from Taiwan that just opened in Orchard Center they are brought in their signature drinks they are all represented by the mountain ranges in Taiwan this is a special Singapore exclusive drink named after the only Mountain tear Mount Faber this is also the drink with the question about blue liquid at the bottom apparently is blue curacao syrup honestly it tasted like a regular iced latte but there's a heat or Sweet Orange not too bad but I was expecting something different and bottom looks adorable
388,392_post,https://www.tiktok.com/@rielddy/video/7243282865084058885,Mariel Delizo,111,121,3472,2023-6-11,/@rielddy,rielddy,Singapore Itinerary 🇸🇬,"['travel', 'singapore']",3271,2585,420,74,
