id,url,account_name,following_count,follower_count,total_like_count,date,href,handle,description,hashtag,like_count,bookmark_count,share_count,comment_count,final_text
331_post,https://www.tiktok.com/@corrainespov/video/7219223322737839386,CORRAINE5OFF | KLOOK DISCOUNT,134,606,25.6K,2023-4-7,/@corrainespov,corrainespov,Travel Hacks I wish I knew before going to Singapore in 2023!,"['traveltok', 'traveltiktok', 'fyp', 'fyppppppppppppppppppppppp', 'fypage', 'singaporetiktok', 'travelhacks', 'travelhack', 'traveltips', 'traveldiaries', 'sgfyp', 'pinaytraveler', 'travelingtosg', 'foryou', 'pinaytiktokers🇵🇭']",2217,1719,201,47,travel hacks i wish i knew before i went to singapore 2023 arrive early in sg and avoid arriving at midnight taxi fares get crazy high at that time. buy ezlink cars as early on your first day. they can be found on the airport and 711 stores buy a simcard at the airport on your first day. roaming services of postpaid plans are so expensive
332_post,https://www.tiktok.com/@abunawas.travel/video/7247119944385727750,Abunawas.travel,13,12.5K,74.3K,2023-6-21,/@abunawas.travel,abunawas.travel,Yess Akhirnya Update video group ke 87,"['abunawastravel', 'abunawas', 'abunawastravel2022', 'abunawastravel2023', 'tourtiganegara', 'tourtiganegaramurah', 'trip3negara', 'trip3negaramurah', 'trip3negarapromo', 'tour3negara', 'tour3negaramurah', 'tourhalal', 'tourasia', 'tourmalaysiasingapore']",3843,1,36,20,
333_post,https://www.tiktok.com/@hilmzeats/video/7253681428335004929,Hilmz | Hotel & Food,191,19.9K,645.9K,5d ago,/@hilmzeats,hilmzeats,Replying to,"['traveltok', 'sgtravel', 'exploremalaysia', 'travelmalaysia', 'kualalumpur', 'singaporetomalaysia', 'sgtiktok']",704,134,60,7,bus from Singapore to KL I took this basket luxury coach and the pickup Point Hotel near Rubicon MRT the seats are pretty basically configuration and they were relatively clean this is not the usual luxury coach buses because the normal buses have seats in 2 and 1 configuration and their way more special than this but I knew this beforehand because I could select 7:30 p.m. the bathroom
334_post,https://www.tiktok.com/@fortress3091/video/7171927540385221890,jayjay,2699,1358,3975,2022-11-30,/@fortress3091,fortress3091,Planning to visit Singapore? It's always better to be over prepared than under prepared.,"['singaporetravel2022', 'singapore', 'singaporetravel', 'travelrequirements🇵🇭', 'philippinestosingapore']",91,27,19,44,planning to visit singapore sg arrival card flight itinerary return ticket  hotel accomodation fully vaccinated itineraries travel insurance optional company id coe if employed attraction booking optional
335_post,https://www.tiktok.com/@aarivu90/video/7244145949004549378,அ.அறிவழகன்,9846,18.2K,551.8K,2023-6-13,/@aarivu90,aarivu90,%,"['100', '100k', '100', 'true', 'trending', 'trend', 'travel', 'malaysia', 'truestory', 'tamil', 'speak', 'tamilspeech', 'speech', 'india', 'singapore', 'cwc', 'cookwithcomali', 'vijaytv', 'sivangi', 'free', 'time']",8030,707,86,107,
336_post,https://www.tiktok.com/@gr3atdna/video/7235666452894797057,dee,124,8832,210.4K,2023-5-21,/@gr3atdna,gr3atdna,Singapore day trip 🇸🇬,"['minivlogtravelling', 'tripwithfriends']",9059,1145,228,70,
337_post,https://www.tiktok.com/@ye_.n/video/7210812468321340690,Yein🐰,68,1098,533K,2023-3-15,/@ye_.n,ye_.n,So used to travel to different countries with my Visa-free Singapore passport only to panic realising that I have to do this before my flight in less than 48 hours! Don’t be like me! Thank god my application was approved fast!,"['fyp', 'korea', 'koreatravel', 'koreatrip', 'koreantiktok']",803,452,100,18,PSA For those travelling to South Korea Even if you are from visa free countries like Singapore you HAVE TO apply for this electronic travel Application and approval might take up to 72 hours or more Some were pretty instant But take no chances
338_post,https://www.tiktok.com/@leachan7/video/7205931114995666177,Lea_Chan,40,150.6K,3.2M,2023-3-2,/@leachan7,leachan7,មកលេង Singapore ហូបមីពងទាប្រៃល្បីប្រចាំប្រទេសសឹង្ហបុរី​ឆ្ងាញ់ដល់ថ្នាក់ហ្នឹង?? 😳🍝,"['singapore', 'besoma', 'travel', 'food', 'noodle', '7eleven', 'fyp', 'foryoupage', 'cambodia', 'explore']",24.4K,1150,100,26,IRVINS SALTED EGG FLAVOUR Living my best life through food  Central Market in Cambodia Chinatown Food Centre Marina Bay Sands  Maxwell Food Centre Rating ice creams from 7 Eleven Malaysia
339_post,https://www.tiktok.com/@kerrynlee/video/7227861962418375937,小欣 Kerryn Lee,298,28.2K,1M,2023-4-30,/@kerrynlee,kerrynlee,"How to get a local sim card in China as a foreigner🇨🇳 If you’re visiting China, save this video‼️You’re welcome😙 ","['tips', 'travel', 'china', 'beijing', 'fyp', 'chinatraveler', 'sgtravel', 'asia', 'hacks', 'singapore', 'sgfoodie', 'tiktoksg']",16.1K,7065,1089,174,these are the things I need to know and prepare before going to China number one get your visa done filling the health declaration form before you bought your flight number two get your sim card ready you can choose to buy roaming or use a local China SIM card the good thing about roaming is that you don't need VPN you can access Instagram tiktok Google or telegram as per usual but without a local SIM card you can't use most of the public Wi-Fi because they will need a verification code some apps are require you to have a local number to register most local only allow you to get a Chinese SIM card if you are resident here however I found out that provides for foreigners you can order it online before your trip to the hotel activate the SIM card online with your passport Visa entry to go lastly recommend downloading this app because they'll be very helpful during your trip I hope you learned something new today hold me for more and I'll see you in my next video bye-bye
340_post,https://www.tiktok.com/@alexgodevil/video/7254499168507399425,毒霸天下,9875,13.5K,310.7K,2d ago,/@alexgodevil,alexgodevil,,"['fyp', 'fypシ', 'fypシ゚viral', 'sgtiktok', 'sgnews', 'yishun', 'sembawang', 'mediacorp', 'school', 'childhood', 'childhoodmemories', 'memoriesbringback', 'memories', 'mediacorp', 'primaryschool', 'childhoodmemories', 'sgnewsupdate', '歌曲分享', '小时候', 'malaysia', '小时候', 'cna', 'fypage', 'tvb', 'mediacorp', 'channel5', 'channel8', '经典老歌', 'sgnews', 'sgtiktok', 'sg', 'sgfoodie', 'sgtt', 'mothershipsg', 'stomp', 'zaobaosg', 'shinmindailynews', 'memories', 'memoriesbringback', 'memoriesareforever', 'singapore', 'singaporetiktok', 'childhood', 'childhoodmemories', 'children', 'backtothepast', 'memoryunlocked', 'histroy', 'histroychannel', 'foryourpage', 'singaporeimagine', 'taiwan', 'ndp', 'sgtravel', 'airlinepilot', 'airlinetiktok', 'singaporetrending', 'jb', 'today', 'malaysia', '小时候', '歌曲分享', '长大', '中国']",1208,186,1162,110,Old Histroy of Sembawang Chong Pang Village
341_post,https://www.tiktok.com/@goodmorlinn/video/7251591591327010055,Linne,69,32.8K,168.8K,2023-7-3,/@goodmorlinn,goodmorlinn,😓Ops hehe,"['weekend', 'fyp', 'pov', 'foryoupage', 'foryou', 'fy', 'funny', 'cycling', 'exercise', 'fitness', 'satay', 'cyclist', 'nightride', 'dinner', 'singapore', 'fittok', 'foodie', 'foodtiktok', 'bicycle', 'bbq', 'gilrs', 'foodlover', 'travel', 'fypage', 'fitnessmotivation', 'sgtiktok']",6260,732,358,125,Accidentally Exercise to lau pa Sat
342_post,https://www.tiktok.com/@shenzhensg/video/7222700154619481345,强盛集团,7627,25.9K,465.2K,2023-4-16,/@shenzhensg,shenzhensg,,"['panda', 'singapore', 'china', 'chinatikok', 'funny', 'meme', 'cute', 'cutes', 'lol', 'laugh', 'laughoutloud', 'travel', 'sichuan', 'shit']",13K,563,832,546,
343_post,https://www.tiktok.com/@garyaroundtheglobe/video/7248459890966940933,Gary Around The Globe,16,290,10.2K,2023-6-25,/@garyaroundtheglobe,garyaroundtheglobe,Welcome to Singapore Changi Airport 🇸🇬😍,"['singapore', 'airport', 'changi', 'travel', 'amazing', 'waterfall', 'jewell', 'goexplore', 'roamtheplanet', 'postcardsfromtheworld']",9856,1288,1941,261,SINGAPORE CHANGI AIRPORT
344_post,https://www.tiktok.com/@alexgodevil/video/7253372092039580930,毒霸天下,9875,13.5K,310.7K,5d ago,/@alexgodevil,alexgodevil,,"['fyp', 'fypシ', 'fypシ゚viral', 'sgtiktok', 'cinema', 'sgnews', 'mediacorp', 'school', 'childhood', 'childhoodmemories', 'memoriesbringback', 'memories', 'mediacorp', 'primaryschool', 'childhoodmemories', 'sgnewsupdate', '歌曲分享', '小时候', 'malaysia', '小时候', 'cna', 'fypage', 'tvb', 'mediacorp', 'channel5', 'channel8', '经典老歌', 'sgnews', 'sgtiktok', 'sg', 'sgfoodie', 'sgtt', 'mothershipsg', 'stomp', 'zaobaosg', 'shinmindailynews', 'memories', 'memoriesbringback', 'memoriesareforever', 'singapore', 'singaporetiktok', 'childhood', 'childhoodmemories', 'children', 'backtothepast', 'memoryunlocked', 'histroy', 'histroychannel', 'foryourpage', 'singaporeimagine', 'taiwan', 'ndp', 'sgtravel', 'airlinepilot', 'airlinetiktok', 'singaporetrending', 'jb', 'today', 'malaysia', '小时候', '歌曲分享', '长大', '中国']",876,123,905,108,Old Days Singapore cinema
346_post,https://www.tiktok.com/@chardbrazal_/video/7236365341117500677,Chard Brazal,37,6836,610K,2023-5-23,/@chardbrazal_,chardbrazal_,Bigay ko nalang kidney ko sayo. 😅,"['bornpinksingapore', 'blackpink', 'singapore', 'solotravel', 'foryou']",224.3K,13.3K,886,535,
347_post,https://www.tiktok.com/@sg_yong/video/7220386557730032898,新加坡勇哥 🇸🇬,6,12.4K,111.1K,2023-4-10,/@sg_yong,sg_yong,The Place that you must visit in Singapore!! Explore the northeast🌴👒🎒,"['singapore', 'singaporelife', 'sgtiktok', 'sg', 'travel', 'park', 'landscape', 'family', 'sgnews', 'weekendvibes']",1622,348,1990,79,"Sengkang Riverside Park Farmway LRT station is an LRT
station on the west loop of these fruits and vegetables are lovingly grown by the allotment gardeners Please admire them but do not pick them"
348_post,https://www.tiktok.com/@sg_yong/video/7231128219699760410,新加坡勇哥 🇸🇬,6,12.4K,111.1K,2023-5-9,/@sg_yong,sg_yong,Takashimaya used to be a cemetery??😱😱,"['sgtiktok', 'sgnews', 'sglife', 'fyp', 'orchardroad', 'sgtravel', 'singapore', 'fengshui']",1365,300,1217,86,
349_post,https://www.tiktok.com/@dionwoo1/video/7187157217324436737,Sydney Experiences,251,1488,99.9K,2023-1-10,/@dionwoo1,dionwoo1,What you get in a,"['singapore', 'singaporeairlines', 'singaporegirl', 'travelgram']",86.6K,2634,247,358,what you get as an apology pack when asked to disembark from a singapore airlines flight changing aircarft because there is maintenance issues on that one. so this is a singapore airlines apology pack. we have got ruffles chips some crunchy muesli bars healthy cranberry not as healthy kit kat but tummy sanitizing wipe and a bottle of water thank you singapore airlines
350_post,https://www.tiktok.com/@_charlenemay/video/7222866167160065326,Charlene May,444,15.6K,556.3K,2023-4-17,/@_charlenemay,_charlenemay,How to Spend Your First Day in Singapore! Singapore Day 1 Itinerary! 🇸🇬,"['singaporeitinerary', 'singaporetravel', 'singaporetravelguide', 'sgtravel', 'singaporetiktok']",88,35,5,0,the first thing you should do is get breakfast at the Chijmes this location is so beautiful I used to be a Convent and now it's home to many food options like The Glass House The Glass House is a very instagrammable Cafe and their food and drinks here are so delicious I got a matcha and some toast then we walked over to the Helix Bridge the architecture on this thing is crazy and you get pretty good views of Singapore on it then you should visit the cloud forest bonus points if you get to do the Avatar The Experience this is definitely a must do if you're in Singapore I mean look how beautiful this place is and you can make an avatar version of yourself and you also get amazing views of Singapore from here then afterwards you might get a little hungry so you should definitely explore Chinatown their home to the Chinatown Complex Center if you like yummy inexpensive food you have to check out this Hawker Centerthey have a lot of shops inside and a lot of places to buy coffee and snacks and if you're a crazy rich Asian fan like I am you have to eat at the Newton Food Center there are so many food choices here but I went with the Singaporean chili crab with the fried dough 10 out of 10 experience and number eight you should definitely grab a drink at the Raffles hotel it is an iconic hotel if you don't want to wake a long line at the Long Bar you can go to Courtyard just as pretty have a great trip
351_post,https://www.tiktok.com/@jojoeatsallday/video/7248243002546638081,tanjoping,142,807,98K,2023-6-24,/@jojoeatsallday,jojoeatsallday,Try it before its goneeeee,"['japfood', 'japfoodsg', 'foodfestontiktok', 'sgfoodie', 'fypシ', 'fyp', 'tiktoksg', 'sgfyp', 'singapore', 'exploresingapore', 'foodtiktok', 'foodietiktok', 'japanesefood', 'sgtravel', 'sgfoodhunt', 'bugis']",2481,859,481,27,one of the best jap food in singapore in my opinion extensive menu but cash payment only super thick cut sashimi only at 16 19 super must try rate
352_post,https://www.tiktok.com/@herplanettravel/video/7098859249274473770,Her Planet,100,1891,33K,2022-5-17,/@herplanettravel,herplanettravel,,"['singaporetravel', 'singapore', 'solotravel', 'solofemaletraveler', 'solotraveler', 'tiktoktravel', 'travel', 'travellife', 'travelbucketlist', 'traveltok']",149,66,7,4,"Top 4 things to do solo in Singapore Gardens by the Bay  Food halls Hawker CHAN Walk around and check out street art, museums"
353_post,https://www.tiktok.com/@esteban.andariego/video/7249502719415782661,Esteban || Andariego,39,402.1K,3M,2023-6-27,/@esteban.andariego,esteban.andariego,"El país de las leyes absurdas? Que opinas, estan bien puestas o no 👨🏻‍⚖️🇸🇬 ","['ecuador', 'travel', 'singapore', 'singapur', 'leyes']",26.9K,1722,1288,925,
354_post,https://www.tiktok.com/@visit_singapore/video/7216250311210585345,Visit Singapore,22,1.5M,8.1M,2023-3-30,/@visit_singapore,visit_singapore,Need inspiration for your next trip to,"['singapore%3F', 'mrt', 'visitsingapore', 'passionmadepossible', 'sgtiktok', 'traveltok']",10.9K,456,190,58,"discover singapore while exploring the new thomson east coast line gardens by the bay station jurassic nest food hall, floral fantasy, far east organization children garden, maxwell station tea chapter cafe kreams bright hill station, Kong Meng San Phor Kark See Monastery"
355_post,https://www.tiktok.com/@aisyahnh076/video/7239682113820282118,Aisyah | Work Life Balance✨,47,14.6K,646.2K,2023-6-1,/@aisyahnh076,aisyahnh076,"7 Tips Travelling ke Singapore, cocok banget buat kalian yang pertama kali mau ke luar negeri!! ","['tipstraveling', 'tipstravel', 'tipsliburan', 'tipsliburanmurah', 'tipsliburansingapura', 'tipsliburanhemat', 'tipsliburanaman', 'tipsholiday', 'liburancheck', 'liburanseru', 'liburanmurah', 'singaporetrip', 'singaporetrip2023', 'minivlogtravelling', 'vlogtravelling', 'minitravelvlog']",62.1K,52.1K,6433,760,"Singapore SG Arrival Card Internet RoaMAX Singapura 30
30GB  3Days CityMapper Mustafa Centre Daily Highlights You went further yesterday than you did the day before"
356_post,https://www.tiktok.com/@mustsharenews/video/7157714070366424322,MustShareNews,114,192.4K,8.9M,2022-10-23,/@mustsharenews,mustsharenews,Travellers were seen pushing and shouting to get on an escalator 😢,"['singapore', 'mustsharenews', 'tiktoksg', 'sgnews']",17.5K,1295,12.7K,728,Crowds at  Spore JB checkpoints surge over long weekend msian police has since deployed more manpower to control crowds
357_post,https://www.tiktok.com/@coach.jemempy/video/7143963365180755227,@coach.jemempy on IG ✨,224,1385,13.4K,2022-9-16,/@coach.jemempy,coach.jemempy,Revenge travel is real. Is Singapore one of your options? Watch this video to see how easy it is to go there! Comment if you have questions about traveling to SG ✈️,"['fyp', 'fypシ', 'singapore', 'travel', 'traveltips', 'travelhacks', 'sg', 'changi', 'jemsetter']",1418,794,308,96,are you planning to fly to Singapore soon hear the things that you need to prepare number one is your round trip plane tickets number two is your back certificate number three is your hotel reservation and number four is your SG arrival card which you can do three days before your flight you can access it through this link hope this helps follow for more tips
358_post,https://www.tiktok.com/@certified_gmo/video/7243754928328445186,GMO on the GO,99,8921,237.2K,2023-6-12,/@certified_gmo,certified_gmo,"Thank you, Singapore. Very grateful to have the opportunity to live on the little red dot and the experiences that come with it, I haven’t taken it for granted. I came to Singapore in my 20’s never having been outside North America, I wasn’t sure what to expect. Upon arriving in SG I could quickly see how clean, efficient, and beautiful the city was. I wanted to learn and absorb as much as possible about the country and the culture of Singapore (I still remember walking into Peoples Park Hawker center on my 2nd day here, speechless). Since then, I have travelled to places I never thought I’d go to, met people from all over the world, and learned an immense amount from them (not to mention all the new varieties of food I’ve tried). Taking the risk and moving across the world wasn’t easy, and sometimes family and friends might not be supportive, but the experience and personal growth makes it all worth it. If anyone is thinking about experiencing life in another country, you should go for it! ","['singapore', 'singaporetiktok', 'singaporelife🇸🇬']",1496,69,54,259,5 reasons why I moved from USA  to Singapore Singapore is Safe Ive never been in a big city where you dont need to worry about crime or accidentally venturing into a bad part of town walking home in the dark alone watching your things constantly so no one steals them etc incredibly grateful living at ease day to day in Singapore. Singapore is efficient and clean Public transport is on time well maintained and predictable Theres very little traffic Walkways and parks  are well planned and clean Exposure to different cultures aka the people Growing up in the Midwest USA i was not exposed to much diversity Living in Singapore has allowed me to meet people from so many different backgrounds races  and religions Ive learned an incredible amount from the people ive met here Ease of travel singapore is one of the worlds best travel hubs connecting to other countries cheaply and conveniently. ive been so many places i never dreamed Id see as a kid It has definitely changed me as a person for the better. Work opportunities Work is what ultimately brought me to Singapore Taxes are much lower in SG compared to the US Singapore is a global hub for MNCs and allows for alot of exposure to emerging markets and growing companies not to mention international work travel Ive grown and learned a lot professionally as well. i do miss my dogs though And family and friends
359_post,https://www.tiktok.com/@onericeplease/video/7223357756814658834,🍚🥢,66,22.3K,943.2K,2023-4-18,/@onericeplease,onericeplease,Why pay a premium for pricey rooftop bars when you got this place!,"['sgfoodie', 'sgnightlife', 'theotherside', 'singaporebars', 'sgtravel', 'sgfyp']",2308,1619,355,6,I want to know how we got to this Union Rooftop by Maxwell save this video head over to asking Road and look for a brown dog with this cool logo go upstairs and you'll find the other side it's a specialty bar with a wide range of craft beers like your IPS and showers they aren't cheap but some of these are really bizarre and interesting we had one that is meant to taste like cotton candy it was sweet and refreshing not exactly what we had in mind but still pretty good if you're looking for a new drinking spot to chew with your friends why not try this place out
360_post,https://www.tiktok.com/@sakfood/video/7239309800490798354,Sak Food ăn gì chơi gì 🍔,754,13.5K,266.2K,2023-5-31,/@sakfood,sakfood,Ngày 2: Museum of Ice Cream - Universal Studios - QQ Noodles - Ah Chew Desserts 🎬,"['singapore', 'dulichsingapore', 'tiktoktravel', 'didauangi', 'vlog', 'review', 'fyp', 'universalstudios', 'dulich', 'xh']",2086,749,108,15,
361_post,https://www.tiktok.com/@tessomewhere/video/7171209191430966529,Tess | Australia Travel,247,13.5K,295.5K,2022-11-28,/@tessomewhere,tessomewhere,5 must see’s for first timers in Singapore… plus bonus number 6 - Jewel at Changi Airport (first clip),"['singaporetravel', 'singaporetiktok', 'traveltok']",110,32,8,2," 5 must sees for first timers in singapore gardens by the bay, little india, light shows cloud forest Unique Bars this is Koma"
362_post,https://www.tiktok.com/@schaeremy/video/7201110465961872645,Jeremy,154,911,28.2K,2023-2-17,/@schaeremy,schaeremy,Your reminder to keep ticking things off your bucket list 🧳,"['fyp', 'lifestyle', 'foryou', 'travel', 'bucketlist', 'visitjordan', 'petra', 'singapore', 'visitthailand', 'visitisingapore', 'crewlife', 'traveltiktok', 'travelbucketlist', 'travelling', 'flightattendant', 'cabincrew']",20.9K,1895,128,161,10 days is not enough to travel to another continent let me prove you wrong. day 1 3 singapore day 4 6 phuket day 7 bangkok
363_post,https://www.tiktok.com/@halaltrip/video/7235924542948969730,HalalTrip,10,1167,18.2K,2023-5-22,/@halaltrip,halaltrip,Best Dim Sum for you to savour only at,"['fyp', 'fy', 'explore', 'foodtok', 'foodie', 'dimsum', 'buffet', 'viral', 'tiktoktravel']",1899,748,780,17,We wanted Dim sum for lunch today God answered our prayers Plenty of Dim sums singapore 1st halal dim sum buffet Chicken Luncheon Meat Fried Rice Fried Carrot Cake With Sambal Mamak Style Mee Goreng Poached Chicken as you can tell we were too excited
364_post,https://www.tiktok.com/@rini.kid/video/7242545364212010245,rini.kid | IG: @ini_rini,46,2780,122.3K,2023-6-9,/@rini.kid,rini.kid,Replying to,"['fyp', 'fypシ', 'klook', 'aplikasiklook', 'singtel', 'simcardregistration', 'simcardsingapore', 'singapore', 'singaporetravelguide', 'singaporesgp', 'sgtravelblogger', 'sgtravel', 'internetstabil', 'internetsingapore', 'jalanjalansingapore', 'liburansingapore', 'liburanhemat', 'singaporelife']",9393,8723,1210,171,sim card airport KLOOK
365_post,https://www.tiktok.com/@mozzarellapapi/video/7202566567513607426,edo the mozzarellapapi,574,84.6K,3.4M,2023-2-21,/@mozzarellapapi,mozzarellapapi,Singapore I love your airport. But its still me vs the coffee here 😪🤌🏼,"['tiktoksg', 'singapore', 'sgfoodie', 'italian', 'italians', 'traveltiktok', 'dayinmylife']",3768,127,115,48,good morning and welcome back to my life living as an Italian in Singapore today I wanted to do sightseeing of course the sun lasted one minute and i was stranded in the rain i found umbrella and it only made it worse and blocked my view of the beautiful buildings if my sicilian grandfather knew i was living like this he will tell me i have basically become a milanese please no so i poacked my bag and i said enough i am going on a short weekend away when i got to the airport i was amazed. is this a museum or an airport. i was even scared to walk on the glass floor i then decided to get a quick coffee so i wont be late in italy if you just say one coffee they give you the small one the espresso but here you say one coffee and they give you this soup this soup that is bigger than my face all the way until i reach bali
366_post,https://www.tiktok.com/@candidcuisine/video/7159459917269716225,candidcuisine,37,12.7K,638.6K,2022-10-28,/@candidcuisine,candidcuisine,"Disney LBX, James Cameron and Lightstorm Entertainment's Avatar Experience at Cloud Forest in Gardens by the Bay starts October 28. Expect 20-30 minutes waiting time for the interactive Banshee flight and the Fire Pod ","['tiktoksg', 'avatar', 'avatarwayofwater', 'gardensbythebay', 'traveltiktok', 'singapore', 'thingstodo']",240.7K,37.7K,3831,1906,things to do at the Avatar experience fly a NC and get a hunter profile walk the Tree of Souls and watch the veins change in color become a Nabi in the fire pod grow a tail and become one with the great mother they sell exclusive Avatar merch too well in the dark shirt and Avatar Merion
367_post,https://www.tiktok.com/@kimisa26/video/7199805235441749250,kimisa26,18,200,13.4K,2023-2-14,/@kimisa26,kimisa26,Travelling with a toddler for 13h was more peaceful than expected! 🇨🇭,"['travel', 'traveltiktok', 'travelwithtoddlers', 'toddlersoftiktok', 'fyp', 'singaporeairlines', 'switzerland', 'zurich']",10.1K,232,39,34,Waiting for boarding Her bed time is 78pm and this is way past her bedtime hence this sad baby 1250am Yay we boarded She KO while taking off Got this bed before it became so popular This is the best 20 buy She slept for 7h Awake after 4h entertained her with quiet book Movie  snack Then go back sleep for 3h
368_post,https://www.tiktok.com/@niminthewild/video/7186523113503460610,nim | life in SG,303,1472,48.2K,2023-1-9,/@niminthewild,niminthewild,celebrating my first week living in sg 🇸🇬,"['travel', 'singapore', 'expat', 'vlog', 'sgtiktok', 'traveltok', 'fyp', 'sg', 'work', 'livingabroad']",1412,57,7,37,how much i spent in a day as an living in kopi peng mrt rent bus lunch ice cream
370_post,https://www.tiktok.com/@locavore.eats/video/7210124191809457410,Aleana & AG,78,86.1K,4.5M,2023-3-13,/@locavore.eats,locavore.eats,We had a 7 HOUR layover in Singapore but now we wished it was 24 🤯,"['travel', 'singapore', 'changiairport', 'foodtiktok']",29.7K,4890,2535,248,this is what it's like to explore the world's best airport located in Singapore we're here for a 7 hour layover and even that wasn't enough to fully appreciate all that Changi Airport had to offer but first the jewel is a must because it's a full-blown mall with great architecture Gardens are insulations and you could easily go for shopping spree here even before you reach your final destination they also have the centerpiece the world's tallest indoor waterfall also known as the rainforests it's so beautiful with all the greenery and especially with Singapore being really hot it's also nice area to cool down and with this airport being absolutely massive you can use the sky to get from terminals for free and if you take the right one you can get a cool views but of course no airport is complete without food options but this definitely puts every other airport to shame there's something here for everyone but I actually liked that they had a 1966if you have more time to spare you can watch movies and they're very own 24 hours Cinema for free they have a few Blockbusters playing and you can go in and out whenever you want which is pretty cool and finally they have a gorgeous butterfly garden but definitely better during the day cuz we can't see much but this is just the few things you'll find here so happy exploring and safe travels
371_post,https://www.tiktok.com/@_lisa3lich/video/7120512143358692635,Lisa,127,1620,103.3K,2022-7-15,/@_lisa3lich,_lisa3lich,Your travel-on-a-budget Singapore guide 🤝🏼,"['singapore', 'travelonabudget']",574,373,58,3,how to travel singapore on a budget. watch the gardens by the bay light show for free twice a day. cafe monochrome get 10% off if you dress monochrome. artscience museum perfect date idea cheaper for students. take mrt to get around. sleep inpods to safe money on accomodation met a space pod arab street. eat at local merkets lau pa sat downtown its tasty and cheap
372_post,https://www.tiktok.com/@harpersbazaarsg/video/7244713344383372551,Harper’s BAZAAR SG,8,61K,2.1M,2023-6-15,/@harpersbazaarsg,harpersbazaarsg,In an exclusive interview with,"['harpersbazaarsg', 'eunwoo', '차은우', 'chaeunwoo', 'leedongmin', '이동민', 'dior', 'diorbeauty', 'dioriviera', 'singapore', 'sg']",7051,710,197,92,
374_post,https://www.tiktok.com/@lanah_jones/video/7167170785960824066,Lanah Jones,195,6437,1.9M,2022-11-18,/@lanah_jones,lanah_jones,top 5 things to do in singapore 🇸🇬From free to expensive check them out! Might do a part 2 🤭,"['singapore', 'singaporetavel', 'thingstodoinsingapore', 'cloudforest', 'supertreegrove', 'chinatown', 'macritchiereservoir', 'nature', 'singaporenature', 'marinabaysands', 'raffleshotel', 'whattodoinsingapore', 'travelblog', 'traveltips', 'asia', 'travel', 'marinabaysandshotel', 'sgtiktok']",107,50,14,0,"top 5 things to do in singapore Gardens By The Bay  Marina Bay Sands Chinatown free, raffles hotel bar macritchie reservoir free"
375_post,https://www.tiktok.com/@roxy.goh/video/7253048868852534546,Roxanne Goh,193,946,53.3K,6d ago,/@roxy.goh,roxy.goh,London to Singapore - Captain Goh S. W. closing his tour-of-duty after close to 46 years with Singapore Airlines.,"['a380', 'singaporeairlines', 'sia', 'sq', 'retire', 'pilotslife', 'pilotsdaughter', 'pilotsoftiktok', 'techcrewlife', 'techcrew', 'techcrewappreciation', 'airlinepilot', 'retirement', 'sq317', 'commercialpilot', 'airlinecrewlife', 'airlinecrew', 'a380airbus', 'a380spotting', 'aviation', 'thatsallfolks', 'aviationlife', 'travel', 'singaporeair', 'changiairport', 'pilotsview', 'airlinecaptainretirement', 'airlinecaptain', 'krisflyerexperiences', 'worldclassairlines', 'worldclass', 'bestofsingapore', 'behindthescenes', 'mustsharenews', 'mothership']",973,74,91,30,Capt Lawrence Goh Over 45 years of flying career
376_post,https://www.tiktok.com/@ellenbeaa/video/7201494786765884677,Ell’s View✈️🐚🌊,401,8280,163.7K,2023-2-18,/@ellenbeaa,ellenbeaa,The cost of Singapore💰🇸🇬,"['singapore', 'singaporetiktok', 'singaporetravel', 'singaporemoney', 'southeastasiatravel', 'visitingsingapore', 'fyp', 'foryou', 'singaporefood', 'singaporerestaurant', 'gardensbythebay', 'avatarexperience', 'cloudforest', 'flowerdome', 'singaporeevent', 'singaporeexperience', 'seasiatravel', 'backpackinglife', 'singaporetravelguide', 'singaporerecommendations', 'femalebackpacker', 'singaporebackpacker', 'thingstoseesingapore', 'thingstodosingapore', 'traveltrend', 'thailand', 'vietnam', 'southeastasiatravelplanning']",114,32,8,3,How EXPENSIVE is SINGAPORE Starbucks mocha 9 S  560 Gardens by the bay cloud forest flower dome entry Veggie burger Pastrami sandwich Future World art show LET YOUr IMAGINATION TAKE FLIGHT Macaron Hair cut Universal Studios entry Follow along
377_post,https://www.tiktok.com/@theroytravels/video/7121679920551578907,Powell Roy Louis,31,32.1K,677.8K,2022-7-18,/@theroytravels,theroytravels,Travel to Singapore on a budget 🇸🇬,"['singaporetiktok', 'tiktoksg', 'tripscout', 'fyp', 'fypシ', 'traveltiktok', 'malaysianblogger', 'travelinfluencer', 'theroytravels']",12.7K,6101,2374,122,7 places to visit in Singapore for free one Orchard Street two merlion Park 3 Arab Street 4 Marina Bay Sands gardens by the bay universal studios globe outside 6 the jewel changi
378_post,https://www.tiktok.com/@montanadarby/video/7216709987505130758,Montana | Travels,149,95.5K,4.8M,2023-3-31,/@montanadarby,montanadarby,My new favourite city in the world!! You absolutely HAVE to add Singapore to your bucket list!! One of the most incredible cities I have ever been to,"['singapore', 'seasia', 'backpacking', 'travelling', 'solotravel']",705,151,52,16,pov You arrive into Singapore at night
