Unnamed: 0,id,url,account_name,following_count,follower_count,total_like_count,date,href,handle,description,hashtag,like_count,bookmark_count,share_count,comment_count,audio_to_text,caption_to_text
10,10_post,https://www.tiktok.com/@elitevacays/video/7215048588953439493,ELITE VACAYS,0,354.5K,11.6M,2023-3-27,/@elitevacays,elitevacays,Who are you bringing? Check out the link in our bio for a travel must-have✨ ,"['amazinghotels', 'travelproducts', 'travelworld_addict', 'traveltok']",5940,1311,184,23,,"that will leave you
ooo
echless

Marina Bay Sands 

 Singapore

Marina Bay Sands
Singapore

Singaporen

Siingepors

M ai rin ia Bay Sands
  3

"
11,11_post,https://www.tiktok.com/@aktravelss/video/7201129793759284486,AKTRAVELS ✈️ 🌍,129,130.2K,8.4M,2023-2-17,/@aktravelss,aktravelss,PLACES TO VISIT IN SINGAPORE PART 1 🇸🇬 ,"['singapore', 'travel', 'aktravels', 'jewelchangi', 'merlionpark', 'gardensbythebay']",54.8K,14.6K,1842,179,,"one to raat in
Singapere

it

b sit

zs

Gardens by the bay

t

"
12,12_post,https://www.tiktok.com/@pocketsofsunshines/video/7231887306091760898,Pocketsofsunshines 🌼,4144,1447,50.1K,2023-5-11,/@pocketsofsunshines,pocketsofsunshines,"Part 1 | When in Singapore, dont forget to explore the streets of Joo Chiat ✨ ","['exploresingapore', 'travelsingapore', 'cafehoppingsg', 'sgfoodie', 'whattodoinsg', 'dateideassg', 'wheretogosg', 'joochiat', 'cafesg', 'mysgguide']",20.2K,13.7K,1435,72,,"rge Eto visi

a4

Viet 

ae te







3
3

be



 2h
ei

a
ARTE VO PUETUNIUOTOEUNUEVOTOUOOIY

 FOLLOWED
 MY HEART

AND IT LED
ME HERE


S
iow

offee LO ICe ChEAMn 

60S also a great card 1490 Designed by Lal

"
13,13_post,https://www.tiktok.com/@drewhacks/video/7197767840303172906,DrewHacks,137,2.5M,135.2M,2023-2-8,/@drewhacks,drewhacks,Is this the World's Best Airport? ,"['singapore', 'travel']",717.4K,62.5K,4454,2977,is the world's most luxurious airport actually that nice it has the world's largest indoor waterfall in the forest with a magical maze there's also a technology area with a mirror illusion room and a gym that has workout video games with a massive screen I've never seen an airport like this before that even has a vending machine that sells gold bars a gold bar the size of a fingernail I can't believe I just bought that if you want to run around before your flight you can jump on the slide or the trampoline course or watch a movie in the IMAX movie theater called completely transforms for the Disney light show,"lu ae
ae
 He az



_ ll

_ d
Ns 
is  
pes 

eereen

é Gili


Easy Steps Len  Buy Gold
Gye ey CFS

PUFESOId com sg
Slot No 42  Slot No
Anew  9648
a AANA aS

SNARES

1aWwSg BES HY  Ae

 



a theater 
a

"
14,14_post,https://www.tiktok.com/@paulivandg/video/7241556477113060614,Ivan de Guzman,746,1.8M,28.1M,2023-6-6,/@paulivandg,paulivandg,Universal Studios Singapore • Travel Tipid Tips ,"['travelph', 'traveltiktok', 'traveltok', 'traveltips', 'learnontiktok', 'paulivandg']",5761,2565,771,85,Universal Studios Singapore number one is coming at 11:00 a.m. opening the part number to bring a bottle and mineral Waters Park number to bring a wrinkle number for Papa Murphy's Pizza coupons,"1 ARRIVE AS EARLY AS 8 AM
for a LESS CROWDED LANE

1 ARRIVE AS EARLY AS 8 AM
fora LESS CROWDED LANE

I  a
1 ARRIVE AS EARLY AS 8 AM 

fora LESS CROWDED LANE

L 
1 ARRIVE AS EARLY AS 8 AM
fora LESS CROWDED LANE

2 BRING A REFILLABLE 
_WATER BOTTLE

2 BRING A REFILLABLE Le
WATER BOTTLE b

 aoe
PRICE INSIDE 4SGD165PHP PER MINERAL WATER

ey

42 BRING A REFILLABLE Ms
_ WATER BOTTLE

oe

42 BRING A REFILLABLE 
WATER BOTTLE

ae as
PRICE INSIDE 4SGD165PHP PER MINERAL WATER

WATER BOTTLE

PRICE INSIDE 4SGD165PHP PER MINERAL WATER

PRICE INSIDE 5SGD207PHP PER RAINCOAT FY
ian

SHREK cose
at

3 BRING A RAINCOAT
OR UMBRELLA

ISIDE 5SGD207PHP PER RAINCOAT _
 A  Aa 

 

A RAINCOAT Fm

 c
 7

__ 4 BRING FOOD OR
EAT BEFORE U ENTER

PRICE INSIDE
BURGER 16SGD663PHP
PIZZA MEAL SET 20SGD829PHP 

POPCORN 10SGD414PHP



4 BRING FOOD OR
ges EAT BEFORE U ENTER

an uncer eseDrccaPHP a
 PIZZA iD829PHP

PIZZA MEAL SET 2ISGDIEZSPH

BRING ECoD ous
EAT BEFORE U ENTER

oS

ICE INSIDE
ens ieseDieesHP

aes
SET 20SCDB29PHP
aareecone 10SGD414PHP

_

V

4 BRING F
BEAT BEFORE ne ae
Psa

PRICE INSIDE
BURGER 16SGD663PHP

DRINKS 8SGD331PHP
PIZZA MEAL SET 20SGD829PHP

POPCORN 10SGD414PHP

Nl ll tlnalypelod gated
WON SRK RR RSRN ER

a
4 BRING FOOD OR

 EAT BEFORE UENTER

 Dae OMG

PRICE INSIDE
BURGER 16SGD663PHP SINGL E
DRINKS 8SGD331PHP
PIZZA MEAL SET 20SGD829PHP
POPCORN 10SGD414PHP
DRINKING WATER UN

CANNED DRINKg HK

4
4

 4 BRING FOOD OR
 EAT BEFORE U ENTER

PRICE INSIDE
BURGER 16SGD663PHP
DRINKS 8SGD331PHP
PIZZA MEAL SET 20SGD829PHP
POPCORN 10SGD414PHP

4 BRING FOOD OR
EAT BEFORE U ENTER

PRICE INSIDE
BURGER 16SGD663PHP
DRINKS 8SGD331PHP
PIZZA MEAL SET 20SGD829PHP
POPCORN 10SGD414PHP

 4BRING FOOD OR
EAT BEFORE U ENTER

PRICE INSIDE
BURGER 16SGD663PHP

a2 64 BRING FOOD OR
 EAT BEFORE U ENTER

PRICE INSIDE
BURGER 16SGD663PHP

POPCORN 40SGD414PHP

5 BUY A DISCOUNTED
TICKET ON KLOOK

5 BUY A DISCOUNTED
TICKET ON KLOOK
oe

ingapore Ticket

booked

5 BUY A DISCOUNTED
 TICKET ON KLOOK

15 BUY A DISCOUNTED
TICKET ON mnt oek

185 BUY A DISCOUNTED
TICKET ON KLOOK

5 BUY A DISCOUNTED
TICKET ON KLOOK

aS
5 BUY A DISCOUNTED
TICKET ONIKLOOK

 5 BUY AN EXPRESS PASS
RO Eres LANE

5 BUY AN EXPRESS F PASS
FOR EXPRESS LANE

ADDON Universal Express DAY Pass Details 
Admission Ticket Required

i
Express Pass Peak T F

P 3028

a ee egy

Use MyCOpe TeAUIVANSORE 4

Peogstiertals ofifoyskUOOKeroDUCTS 
a TEs Pees s aet

FOR EXPRESS LANE

ADDON Universal Express DAY Pass Details 
Admission Ticket Required

Rp

Express Pass Peak Tl

P 3028

Wy
USE MYCODEPAULIVANSORR
bolgeblextral5foft forjalllKUOOKPRODUCTS
 fights jhotelsé

5 BUY AN ERree PASS
FOR EXPRESS LANE

ADDON Universal Express DAY Pass Details 
Admission Ticket Required

rae 

Express Pass Peak Tl

P 3028 

Br
EPL BES A EE TYRE
a RAUL MANSOGE
ojgetlextra5offlforjalll KUOOKPRODUCTS
flights Fee ements

5 BUY AN EXPRESS PASS
FOR EXPRESS LANE

 ADDON Universal Express DAY Pass _ Details 
Gaatictan Ticket et Required L

Express Pass Peak Tl

 le RE EE

USE MCODE GPAULIVANSOFE
 esterases anion onus

flightsyh

15 BUY AN EXPRESS PASS
FOR EXPRESS LANE

4 ADDON Universal Express DAY Pass Details 
 Admission Ticket Required

Express Pass Peak Tl

P 3028

a en pit o 
USEMYCODESSPAULIVANSOFR2
tojgetlextral age

fightsjhotelsé


yh
"
15,15_post,https://www.tiktok.com/@nuncyyyy/video/7196107729218309403,Nuncyyyyy,142,10.8K,2M,2023-2-4,/@nuncyyyy,nuncyyyy,✈️🇸🇬🥰 ,"['singapore', 'universalstudiosingapore', 'travel']",2M,152.7K,24.6K,3883,can we skip to the good part,
16,16_post,https://www.tiktok.com/@itstravelchan/video/7220603906957708550,itstravelchan,7,1118,9550,2023-4-11,/@itstravelchan,itstravelchan,Singapore at night! ,"['travel', 'travelvlog', 'traveltiktok', 'sg', 'singapore', 'asia', 'adventure', 'explore', 'nightvibes', 'nightcityview', 'city', 'shorts', 'short', 'foryou']",7368,1154,681,42,,"H
bt

yg LULL

we

  TURN RY

pat
Mea



ra
 gant  1

 iA
Mlle i
"
17,17_post,https://www.tiktok.com/@daddy.xj/video/7246753475168570632,daddy.xj,408,8896,130.2K,2023-6-20,/@daddy.xj,daddy.xj,Do you know you can redeem paid attractions and experiences in Singapore for free for yourself and/or your family and friends entering Singapore? 👀,"['travelsingapore', 'travelsingapore', 'exploresingapore', 'freethingstodo', 'fypsg', 'tiktoksingapore']",985,635,155,20,three things you can do in Singapore if you meet these three conditions you cannot enjoy pay attention in Singapore such as a zoo and Sea Aquarium or even eat and drink for free first you need to be a Singapore tourist second you must enter Singapore via flight as you will need to verify your arrival in Singapore to receive the ticket that you must read him Singapore rewards for the first time if you meet all these requirements you can go to visit Singapore Dot,"re
8
3
93
o
o
D2
cs

ec
5


me
irs

you can now enjo
or even
or even eat and dri

for free 25 Es

 SF

Second you must

Second you mustenter
SINngaporewWia

Myth  Reauty af Sovithern Side Walking
Tour

New Worlds End Audioguided Walking
Tower

 3 Hours  Tours

Perfume Workshop  Fragrance Design 
Mixology Session

 Hour  Workshops

vr eS YS 
 2 Hours  Tours

Perfume Workshop  Fragrance Design 
Mixology Session

 1 Hour  Workshops

Pearl of the Peranakan Orient
Neighbourhood Walking Tour

 3Hours  Tours

Tai Chi Experience  Sustainability Walking
Tour

 3 Hours  Tours
Duxton and t Everten he a rec Wal ing sour
ine

 3 Hours  Tours

Night Time Leisure Bicycle Tour

 2 Hours  Tours

Journeys To Hell A Twilight Tour of Haw
Par Villa  Hells Museum

 2 Hours  Tours
"
18,18_post,https://www.tiktok.com/@ramalauw/video/7178544217814224134,Rama,291,593.8K,33.7M,2022-12-18,/@ramalauw,ramalauw,This country just called me ✨poor✨ in all its 4 national languages 🥰 ,"['singapore', 'traveling', 'amipoor', 'travel']",17.8K,2274,756,183,head to the famous Marina Bay Sands Hotel this hotel has an amazing infinity pool where you're guaranteed the best view of Singapore the entrance is like super expensive so what you can do is just stand in front of the building and watch the rich people live the life of your dreams Singapore also has a lot of cute coffee shops but even as simple as coffee with cautious,"wos
Q
N

ge

7
di
2
a


ail

e
e

h

ait

todo in

ye

Thing

Uj

S

7

a Ghingstoydojia

 Marina Bay
Sands Hotel

 Marina Bay
Sands Hotel
Tins Iotell Peas em  Ammalfing
infinitygpooljwithythe
bestiviewsin Singapore

Iest view fin S
IA
qu

Singapore also has

a lot OF

 _

tel 58 os

a ad dF 
12
mozzarella
melt

 cheese

agel
12

xed salmon
ef pastrami

j

se i
resso 5 refreshments
chiato Espresso with foam 5 f duds

Hotice Pink Lemonade

Long black 67

Green Appie

Pocari Sweat
Coconut Water Tetra
Zagori Still Water 500m

agor Still Water 100m
mpleficedycoffeekrt

Mythos beer

Menabrea beer
Campa

Prosecco Glass

or Aperol spritz

 NonAlcoholic Heaps Beer
A

IGS

PPP Coffee

ees are made with a double shot of expresso

0

ALO Espresso with foam 5
Hot  Ice
jack 617
rte 78
cino EDK

leven

o
Teasted Panini
12
Tomato  mozzarella
Tuna melt
Ham  cheese

12
Smoked salmon
Beef pastrami

Pink Lemonade 5
Blood Orange 5
Juices Bottled 5
Orange 5
Green Apple

Pocari Sweat
Coconut Water Tetra

5

5

simplegicedycoffee 5
pba r 1000mI 7
Costhyoun Sif 750mi 7

San Pellegrino 750ml u

Mythos beer

8
Menabrea beer 10
Campari or Aperol spritz lo
Prosecco Glass 18

NonAlcoholic Heaps Beer

But evena simple icedcoffee 
would cost you i

And thats pretty much
all you can do under 5
in Singapore

And thats pretty much
all you can do under 5
in Singapore


   
 RAS x

And thats pretty much  
all youjcan do under 5

3

"
19,19_post,https://www.tiktok.com/@montanadarby/video/7232004733987343643,Montana | Travels,149,95.5K,4.8M,2023-5-11,/@montanadarby,montanadarby,Felt like I was in an Avatar movie!! ,"['travel', 'singapore', 'singaporetravel', 'gardensbythebay']",2100,665,240,15,this is Gardens by the bay and without a doubt this is one of the best things you can do while you're in Singapore the best part the gardens are completely free to enter and there's a free daily light show at 7:45 and 8:45 p.m. also I decided to get a ticket to the Skyway which runs through the gardens by the Bay tickets were only 7 lb and it's the most incredible View,"NY 
"
20,20_post,https://www.tiktok.com/@odikabayu/video/7236331628782439685,Odika Bayu,131,50.9K,3M,2023-5-23,/@odikabayu,odikabayu,Places that are must-to-visit in Singapore!! Save now for your next trip to Singapore 😍 ,"['singapore', 'travel', 'viralditiktok', 'tiktoktraveltrend', 'minivlogtravelling', 'vlogjalanjalan', 'traveltiktok', 'tour', 'travelingvlog', 'jalanjalantraveling']",18.5K,12.6K,1885,143,,"PLA TO WISIT
I APORE



PLA TO WISIT
I APORE

aS

PLA TO WISIT
i APORE



PLA TO WISIT
i APORE

Bay

 Mar


s
a
s
Ss

Ss


f Marina Bay

i Fort Canning
Tree Tann

x

I a



a
ttt fe Ox
 Sd
REESE

SNA
TINIAN

dp


i
LE Old Hill Street
Police Station
ae

AS 2
oS oh al 2S es
NAP Old Hill Street
i Police Station

i
oo wa od aE sek 2

af
a ra  ne sa

mf  ae  r

 F i y   or 

 Helix Bridge a

Ss iy
Ron 

rgorchard

"
21,21_post,https://www.tiktok.com/@nathaniaclr/video/7246699681328286982,Nathania Clairine,151,5306,480.2K,2023-6-20,/@nathaniaclr,nathaniaclr,u should put “trip to SG with ur bestie” in your bucket list!! ,"['singapore', 'travel', 'bestie']",86.4K,10.4K,2676,1901,,
22,22_post,https://www.tiktok.com/@swizzyinsg/video/7242919229945548033,Mary,47,4670,115.3K,2023-6-10,/@swizzyinsg,swizzyinsg,‼️Only 30’ away from Singapore you find this hidden paradise🏝️,"['lazarus', 'lazarusisland', 'singaporeisland', 'exploresingapore', 'singaporetravel', 'discoversingapore', 'thingstodoinsingapore']",4022,1066,1222,139,only 30 minutes from Singapore you find a Hidden Paradise called Lazarus take the ferry from Marina South Pier which is only $15 and a bit windy but you discovered this beautiful white sand and clear blue water the island is so much bigger than expected and there is a unique container hotel for $160 per night if you want to stay a little longer make sure to leave the beach on time before the rain comes and Singapore disappears in the storm," SS
Ser ees

 Pougine aay
called Lazarus
MARINA SOUTH a oe

FERRIES


anda bit windy
alittle fe

a
sala  
and Singapore
disappears in the
"
23,23_post,https://www.tiktok.com/@kerrynlee/video/7254541390720339207,小欣 Kerryn Lee,298,28.2K,1M,2d ago ,/@kerrynlee,kerrynlee,How to get free vouchers from Jewel Changi Airport🤑 ,"['singapore', 'tiktoksg', 'fyp', 'jewel', 'changiairport', 'sgfoodie', 'visitsg', 'sgtravel', 'singaporeairlines']",11.5K,6690,1760,26,if you're traveling out from Singapore and you're flying one of these Airlines do you know that you can get these vouchers if you do your early check-in at level 1 Jewel all you need to do is be here by 3 hours or earlier before your flight do your usual check-in and you can get this vouchers from the stuff if you are a tourist you can go to the concert at level two show your passport and you can get another voucher for you to shop at Jewel follow me for more exciting deals in Singapore and I'll see you in my next video bye-bye,"Available for travellers flyin

 AirAsia
Air France only from 1200pm to 1000pm
Emirates only from 1200pm to 1000pm
Finnair only from 1200pm to 630pm
Jetstar
Juneyao Air only from 930am to 1230pm
KLM only from 1200pm to 1000pm
Malaysia Airlines
Qantas

Qatar Airways Selected destinations
Afghanistan Albania Algeria Argentina
Armenia Austria Australia Azerbaijan Bahrain

Igium Bosnia Bulgaria Costa Rica Croatia

ngo Cyprus Czech Republic Den

gypt France Finland Germany
ia Greece Grenad
nd Ital

Netherlands Jamaica Kazakhstan
Kuwait Kyrgyzstan Latvia Lithuania Nambia

Malta Mexico Moldova Mongolia Montenegro
Oman Poland Portugal Romania Rwanda
Saudi Arabia Serbia Slovenia South Africa

Sudan Sweden Switzerland Tanzania Trinidad
d Tobago Turkey Uganda United Kingdon
Yemen and Zamb
One Oi theso airlines
Scoot EXCLUDI Jeddah
Singapore Airlines EXCLUDING these

destinations  Southeast Asia except Malaysia
and United States of America

Available S8am12am

a

 AvailablesfromSam12am

Sy
CHANGI

airport singapore

S

CHANGI

airport singapore

NS
CHANGI

airport singapore

beforelyourmflights

ab Soloff min spend 30 
Retail items at Jewel 
 have Mastercard

you Bet another voucher

SSyoffminspend 30
 getaill items vat Jewel

opera have Mastercard
you Eat ameter woua yey

foryoutoyshopjat Jewel

gpantliny

Tome

"
24,24_post,https://www.tiktok.com/@ilupbeach/video/7078516671564041473,Ilupbeach,227,1736,25.7K,2022-3-24,/@ilupbeach,ilupbeach,,[],21K,2175,1981,303,,"acein 

Te
c
o
Ke
5

oy a
Hidden

singap

"
25,25_post,https://www.tiktok.com/@deeniseglitz/video/7237785697799671042,Deenise Glitz,74,84.1K,5.7M,2023-5-27,/@deeniseglitz,deeniseglitz,Stuck in Singapore during June hols? I gotchu. Most of the museums here are free for locals. ,"['exploresg', 'placestogo', 'wheretogo', 'singapore', 'travel', 'tiktoksg', 'museums']",15K,5922,2563,33,free things to do in June part 1,"BOARDING

Free things to do in n June

SINGAPSke SPIRIT
Wieart

On tor Sir

UNTIL FerSingapersensiry
BASEMENT GALLERY a

DAILY 1000 19 to

D

Free thingsto do in Rune
 TAKE Four i 

 aun hantel la

  uyrforsSingapereansPR 
BASEMENT GALLERY il

 DAILY 1000 aro0  

  

 

 aa

FOARDING  d
TENCIING SEs
7 TRAVEXS
Rene crac
TH oe NationalMuseum of
LEW   Singapore

10mins walk from
iDhoby Ghaut MRT

 Opens

In Singapore

Mr Lee founded th
inded we People Action
minded individuals Pa
In 1984 Meson gu hte

asset a

governing Singa

Malaysia in 1963

behind Singapore transformation nthe subsequent eres
ocx

the tenacity and boldness on

uncertain world Postindependence

pivotal t
row today Ate stepping om
to serve inthe Cabinet ean was 67 e28 O
tr yoar marks the 1007 NAT
of is passing in 2018 To commeror

ralinas bee
Singapore aia A

New Snge
i rien 70

Fa

pen
1am to 50pm

Nov
BOARDING

lnfoafov
i PeranakanMuseum
SI ATMAEM Se

1

q a 
M
sce al ae

2

iil jill

om mi Be

Fa soaiir er
 proamtey im oO

15 mins walk from
Dhoby Ghaut MRT

Tip You can walk over to
this spot after visiting
National Museum of

NationallM Museu n

  ingapo

Pager apt 7 a
i
 in

s

  



 eetake abustiom 22
Raffles Placeorfanjo
fo PagateMREY

gn

Tip You can explore the
private art galleries there

too

Tip You can explore the
private art galleries there
too

"
26,26_post,https://www.tiktok.com/@daddy.xj/video/7234456107534585096,daddy.xj,408,8896,130.2K,2023-5-18,/@daddy.xj,daddy.xj,✨[SAVE THIS AND TRAVEL LATER]✨,"['sgtravel', 'traveltips', 'singaporetravel', 'changiairport', 'traveltiktok', 'sgtiktok', 'fypsg']",11.5K,6431,1595,87,free things to do in Singapore Changi Airport Terminal 4 and I will be sharing three things you can do this time number one experience the truth of sliding down these giant slide for free and then bounce and climb in this network play structure that is 60 M tall the giant slide is seriously fun and I could not resist playing it multiple times before I bought my plane number two head to the Heritage Zone where you can relax on a comfortable so far and enjoy this mesmerizing 6 minutes musical show on the giant screen it makes you feel as though you are in a concert or so what about the meaning for and appreciate the amazing world like this stupid Bloom centerpiece which is perfect for photography and selfies number three take a shot at this Lounge for free I am 1.86 meters tall and I can't really sleep well on this comfortable seats which have soft hit rest not free but other things you can do in terminal 4 in clothes getting a tiger beer before you fly to check out the amazing and retail stores in terminal for there's so much to explore,"_ Free things to do in
Singapore 99

Free things to do in
Singapore 99
Free things to do in
Singapore 99

the

xperience

 ience
 iy ao
we





Experience the thrill of
sliding down this giant
slide for free

MK and then bounce and 

wees then bounce and
_ climb in this netted play
tructur  that

The giant slide is
seriously

multiple times before I
board  
ee

Se

 OM
ake a short nap at this
lounge for free


Py 
 j

ag

SN


and I can really
sleep well on these
comfortable

 Ol



Fes

which have

Ni

which have
soft head rest

 a

a ee

 ie


_

BMS AR BRR g if

Not free but other

_S

 

clue
id

S 

 att reyes
ant paesppnias
il ia rr ea
jie ba ag he 4

4

Vo Ccneck ut
Weamazing FRE

NV ae

There is so much to
explore

oe

b

"
27,27_post,https://www.tiktok.com/@visit_singapore/video/7207742216847068424,Visit Singapore,22,1.5M,8.1M,2023-3-7,/@visit_singapore,visit_singapore,Growing up and glowing up 🌟.  ,"['visitsingapore', 'passionmadepossible', 'singapore', 'traveltok', 'marinabaysands']",398.4K,9578,5222,2533,,"Ss

Singapore in2009




Singapore NAO

ite ink2023

Singapore in 2023 i
Pa a
aut

in 202

ingapore

aS



fo
oO
s
5

S
o
x

 Singapore in 2023 




Singapore in 2023

 Singapore in 2023 

"
28,28_post,https://www.tiktok.com/@ianjeevan/video/7230004360099515650,Ian Jeevan,1507,187.9K,8.7M,2023-5-6,/@ianjeevan,ianjeevan,I’ve always wanted to try taking a first class coach to KL! Finally got the chance to do this last week! ,"['transtartravel', 'bus', 'singapore', 'kualalumpur', 'firstclassbus', 'ianjeevantravels', 'malaysiatravel', 'singaporetravel']",52.4K,9750,9458,421,come for me on the first class bus from Singapore to KL for just 45 dollars so the journey began at 7:00 a.m. at lavender MRT Station where we got picked up by this random bus Which brought us the location where we then transferred to our first class bus so this is how the First Class Bus looks like it's a double-decker bus the seats are equipped with the TV a massage chair ample legroom and comfortable seats so we headed to fast track flights and cross the highway this is pretty smooth with all our baggage I bought some snacks and then we rebooted the bus and that's where we were served our meal which honestly was not bad I would say you can also request for blankets water bottles and snacks at any point of time so the journey to care took about six and a half hours we finally reached by Times Square around 1 p.m. follow me for more travel content,"_ TranStar Travel
a   

_

a


Y
RW SV

ra
we a be
 Solilcesuiss Nm
j   pioliscc

 Solitaire suites
L 

uN guay
U  f 

C__

"
29,29_post,https://www.tiktok.com/@goodtoflynews/video/7244495716662447367,GoodtoFly ✈️,5,3367,596.7K,2023-6-14,/@goodtoflynews,goodtoflynews,a little inside trick for you 😉 ,"['singaporewards', 'singapore', 'visitsingapore', 'travel', 'goodtofly']",2609,1008,430,24,,"i ys wie ie
Nay ee Lye
  

aa
i ee

ytfree ent

 Endangered by hunting and habitat destruction
 Only around 3000 Grevys zebras are e

ft in the wild
SEA Aquarium
SEA Aquarium
aon mn 5G 35

Do Not Disturb

OG

Download the Visit
Singapore application

KATONG
JOO CHIAT

Bask in our
colourful heritage



all 5G 35

all 5G 35

Discover Singa

Sr SAW ards

Uncover the best of Singapores
hidden gems for free

 Click on Singaporewards

KATONG
JOO CHIAT

Bask in our
colourful heritage

Gp wil 5 GB

x
sincaPporewards

Eligibility for
SingapoRewards
programme

Welcome to Singapore Enjoy a
free experience with
SingapoRewards if you meet all 3
conditions below 

Redemptions for SingapoRewards are on a 
firstcomet vec basis and subject to
availability 

  ama shortterm visitor to Singapore 
lam arriving by flight a

  am redeeming SingapoRewards for the first
_time  

Dont show this again

712

all 5G 8S
 Q 
20062023 27062023

Tai Chi Experience 
Sustainability Walking Tour

 3hours
Sustainability  Tours 

a NS

Pleat 10p

 thou
Sustainability

Duxton and Everton Feng Shui
Walking Tour

 3hou

712 all 5G 35

From

20062023 27062023

Duxton and Everton Feng Shui
Walking Tour

 3hours
Novelty  Excitement

 ee

Pearl of the Peranakan Orient
Neighbourhood Walking Tour

Novelty  Excitement

Chinatown Murders Outdoor
Escape ReemrGenreFour

712 all 5G 35

 Q 33
20062023 27062023

Chinatown Murders Outdoor
Escape Room Game Tour

Singapore Zoo  Inclusive
Breakfast in the Wild



Singapore Zoo 
Inclusive Breakfast in
the Wild

Things to kn

To redeem just register
j for an account j

Redemption Eligibility
Visitors redeeming SingapoRewards must
meet the following conditions
 Entering Singapore as a shortterm visitor
 Arriving by flight

 Redeeming a free experience under
SingapoRewards for the first time Only

ana fraa avnarianca radamntian nar

71 all 5G 35

fo


From

20062023 27062023
 2 hours

Novelty  Excitement Tours

SEA Aquarium  Behind The
Panel

Sustaif

Of Guns Graves  Battles
Walking Tour

Novelty  Excitement C Tours

SEA Aquarium 
Behind The Panel

Things to know

 2 hours

Login  Register
"
30,30_post,https://www.tiktok.com/@kevandchen/video/7163838396375239938,Kev and Chen,171,10.3K,166.9K,2022-11-9,/@kevandchen,kevandchen,The efficiency in this country’s transport system. 🤩 ,"['singapore', 'singapore2022', 'singaporetravel', 'travelsingapore', 'mrtsingapore', 'fyp', 'fypph', 'sanall']",32.9K,1583,1719,168,,"a al hy
Accepteg 
we De i

Reloading MSU cards inkSG

fi 


 R v UY
Acceptey 

_ i
Reloading RU cards in SG

  ke

ea U
    W f
Accepteg ia

We  

ay oe

o_

Ri ee

I 0
 

h Acceptey

a 
ash Accenteg
sonianal _ 4

"
31,31_post,https://www.tiktok.com/@daddy.xj/video/7225251643175079169,daddy.xj,408,8896,130.2K,2023-4-23,/@daddy.xj,daddy.xj,✨[SAVE THIS AND TRAVEL LATER]✨,"['universalstudiossingapore', 'rwsmoments', 'resortsworldsentosa', 'sentosaislandsingapore', 'travelsingapore', 'exploresg', 'traveltip', 'travelhack']",11.8K,3905,644,48,this is something that you wish to know before you visit Universal Studios Singapore you can collect this free photographs around USS and exchange them at the end of the day but the fact is most people will think they are rubbish and just throw them away here are some ways you could collect this response and maximize the benefits out of this go to all the characters meet and greet section in the park obviously you will get a photo wristband not many know that you can also stop by this stationary photo booths like this Transformer team where they provide the response on selected right you could also ask if they ever respond after you took that right after you have collected at least 10 reasons bring this week's bands to the photography studio here and they will consolidate all photos for you by the way after stuff to take photo of you and they are Green Screen to they allow you to use your phone and take photos of the photos but if you really like the photos you could purchase All Digital copies at the flat rate I think it is 35 dollars nowyou now have the memories of your USS trip which you can download later,"___ SESAME STREET 
en

You can collect these free
photo wristbands



Scan eve
Photo

TP ae 
n z jj nna i 

Pil

  o a 4
 UNIVERSAL stuDIos s

bed



 but if we am e the

oh  rl  ea
pth eats   A

y A RAIA A

  
 

ON ha Led
7

KAS
OO

AM Ym Hy
 think it is 35 

iN OA ra

a  
CaNgN
we i

"
32,32_post,https://www.tiktok.com/@aemilst/video/7244184348130282760,ems,2,2.4M,79.9M,2023-6-13,/@aemilst,aemilst,honeymoon ✈️💗 ,"['singapore', 'universalstudiosingapore', 'travel', 'viral']",256.7K,15.6K,383,731,can we skip to the good part,"aemilst

a
a es 4 ee See
mene a

 aemilst iv

a
"
33,33_post,https://www.tiktok.com/@lynnchua_/video/7198486354194353410,Lynn,523,1263,19.2K,2023-2-10,/@lynnchua_,lynnchua_,Villa was way beyond our expectations 😍 ,"['fyp', 'bali', 'singapore', 'travel']",2153,827,193,8,,"yi

7 ip He

"
34,34_post,https://www.tiktok.com/@swizzyinsg/video/7217748941767478535,Mary,47,4670,115.3K,2023-4-3,/@swizzyinsg,swizzyinsg,Only 1 hour from Singapore to this paradise🤩🌴,"['bintan', 'bintanisland', 'singaporetravel', 'exploreasia', 'islandvibes', 'singaporetrip']",1991,771,374,33,desserts,"

a


4
Onlyone houmaway from

fog Singapore

 aa pon

WC 
pt be eh

om Singa apore

you arrive at this
Indonesian paradise
y fe
ed attuthe
Beat titulyesort
 
We stayed at the most

_beautiful resort

Our bungalow had this 
huge king size bed
fen Sizeybed
owt 

Our bungalow had thi
huge kingsize bed
bathroom

Broaiiast view

The breakfast view in
buffet was insane
j

and Msi dreaming of
this smoothie bowl

 There was a BBQ in the
evening
andwe had this fresh
lobster
and we had this fresh
lobster
 wr oo
when  got thisicexcream
for dessert
Wwhenjlgot this icecream
fon dessent
"
35,35_post,https://www.tiktok.com/@kevouthere/video/7234015985651485970,Kev,270,115K,4M,2023-5-17,/@kevouthere,kevouthere,Singapore through my eyes ,"['foryou', 'singapore', 'aesthetic']",54.3K,8228,837,286,,
